2012,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12050532
2012,42010,429000,1211,321100,Retribuciones del personal contratado para cubrir vacantes,1
2012,42010,429000,2269,322100,Atención temprana y experiencias educativas en el primer ciclo de Educación Infantil,10
2012,42010,429000,4609,322100,Convenios con ayuntamientos para la escolarización de 0 a 3 años,8411708
2012,44000,440000,1000,334100,Retribuciones de altos cargos,55303
2012,44000,440000,1200,334100,Retribuciones del personal fijo,39955
2012,44000,440000,1210,334100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,44000,440000,1211,334100,Retribuciones del personal contratado para cubrir vacantes,53545
2012,44000,440000,1250,334100,Retribuciones del personal contratado para sustituciones,50000
2012,44000,440000,1400,334100,Retribuciones personales,179607
2012,44000,440000,1600,334100,Seguridad social,205627
2012,44000,440000,1705,334100,Complemento por trabajo en turnos de noche,5000
2012,44000,440000,1810,334100,Retribuciones de personal de ejercicios anteriores,1
2012,44000,440000,2120,334100,"Mantenimiento, reparaciones y acondicionamiento",18100
2012,44000,440000,2200,334100,Material de oficina,6000
2012,44000,440000,2202,334100,Suscripciones y libros,500
2012,44000,440000,2220,334100,Comunicaciones postales,300
2012,44000,440000,2266,334100,Organización de congresos y jornadas,10
2012,44000,440000,2269,334100,Participación en exposiciones,10
2012,44000,440000,2269,334102,Gastos diversos,5000
2012,44000,440000,2269,334104,Consejo Navarro del Euskera,5000
2012,44000,440000,2269,334105,Programas europeos de fomento de la diversidad lingüística,22000
2012,44000,440000,2269,334106,Evaluación de las políticas lingüísticas y asesoramiento de las administraciones,11000
2012,44000,440000,2276,334103,Contratación de traducciones,200
2012,44000,440000,2300,334100,Dietas,1500
2012,44000,440000,2301,334100,Locomoción y gastos de viaje,8000
2012,44000,440000,4816,334100,Acuerdo con Euskaltzaindia,87314
2012,44000,440000,6020,334100,Obras de adecuación de locales,10
2012,44000,440000,6050,334100,Mobiliario y equipo de oficina,10
2012,44000,440000,6060,334100,Equipos informáticos,4000
2012,44010,440000,1200,334100,Retribuciones del personal fijo,141582
2012,44010,440000,1210,334100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,44010,440000,1211,334100,Retribuciones del personal contratado para cubrir vacantes,1
2012,44200,440001,1200,334100,Retribuciones del personal fijo,702662
2012,44200,440001,1210,334100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,44200,440001,1211,334100,Retribuciones del personal contratado para cubrir vacantes,39033
2012,44200,440001,2061,334100,Licencias para la biblioteca especializada,100
2012,44200,440001,2262,334102,Campañas de uso de la lengua vasca,55000
2012,44200,440001,2266,334100,Gastos de formación de adultos,15000
2012,44200,440001,2269,334103,Promoción del euskera en las tecnologías de la información y la comunicación,49828
2012,44200,440001,2276,334102,Estudios y proyectos sociolingüísticos,30000
2012,44200,440001,2276,334104,Terminología y lingüística,10000
2012,44200,440001,2400,334100,Publicaciones sociolingüísticas y educativas,10
2012,44200,440001,4609,334100,Programa de ayudas sobre el euskera a ayuntamientos y concejos de Navarra,163601
2012,44200,440001,4812,334100,Programa de ayudas a la investigación y formación lingüística,10
2012,44200,440001,4819,322900,Ayudas a la enseñanza de euskera a adultos,280000
2012,44200,440001,4819,334102,Promoción de iniciativas culturales en euskera,10
2012,44200,440001,6081,334100,Mediateka del Euskera,21576
2012,44200,440001,6081,334102,Adquisición de fondos editoriales y audiovisuales,18010
2012,44200,440001,6092,334100,Toponimia de Navarra,15000
2012,50000,500000,1000,311100,Retribuciones de altos cargos,64544
2012,50000,500000,1100,311100,Retribuciones del personal eventual,109858
2012,50000,500000,1200,311100,Retribuciones del personal fijo,1
2012,50000,500000,1210,311100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,50000,500000,1211,311100,Retribuciones del personal contratado para cubrir vacantes,1
2012,50000,500000,2261,311100,Gastos diversos de la Sra. Consejera,6000
2012,50000,500000,2301,311100,Gastos de viaje de la Sra. Consejera,7000
2012,50100,500000,1200,311100,Retribuciones del personal fijo,424490
2012,50100,500000,1210,311100,Retribuciones del personal contratado para cubrir plazas reservadas,23915
2012,50100,500000,1211,311100,Retribuciones del personal contratado para cubrir vacantes,30687
2012,50100,500000,1220,311100,Retribuciones del personal contratado temporal,1
2012,50100,500000,1250,311100,Retribuciones del personal contratado para sustituciones,13443
2012,50100,500000,1400,311100,Retribuciones personales,442967
2012,50100,500000,1410,311100,Retribuciones carrera profesional,118612
2012,50100,500000,1600,311100,Seguridad social,377925
2012,50100,500000,1702,311100,Horas extraordinarias,2000
2012,50100,500000,1704,311100,Complemento por realización de guardias,3936
2012,50100,500000,4809,311100,Indemnizaciones por responsabilidad patrimonial,10
2012,51000,500000,1000,311100,Retribuciones de altos cargos,55303
2012,51000,500000,1200,311100,Retribuciones del personal fijo,60330
2012,51000,500000,1210,311100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,51000,500000,1211,311100,Retribuciones del personal contratado para cubrir vacantes,35870
2012,51000,500000,2120,311100,"Reparación, mantenimiento y conservación de edificios",12000
2012,51000,500000,2160,311100,Servicio de mantenimiento del parque microinformático,2552
2012,51000,500000,2190,311100,"Reparación, mantenimiento y conservación de otros bienes muebles",8000
2012,51000,500000,2200,311100,Material de oficina,11000
2012,51000,500000,2202,311100,"Prensa, revistas, libros y otras publicaciones",4500
2012,51000,500000,2230,311100,Gastos de transporte,6000
2012,51000,500000,2262,311100,Publicidad y propaganda,13000
2012,51000,500000,2262,311102,"Edición de material, prevención y publicidad (PFD)",1500
2012,51000,500000,2263,311100,Gastos jurídico-contenciosos,10
2012,51000,500000,2266,311100,Actividades de formación,3000
2012,51000,500000,2266,311102,Gastos de formación del Plan Foral Socio Sanitario,1500
2012,51000,500000,2267,311104,Gastos de participación en tribunales,500
2012,51000,500000,2269,311100,Otros gastos diversos,20000
2012,51000,500000,2269,311102,Actividades de prevención específica y coordinación (PFD),3000
2012,51000,500000,2271,311100,Servicios de limpieza y aseo,47000
2012,51000,500000,2273,311100,Servicios informáticos,67560
2012,51000,500000,2274,311100,Servicios de seguridad,46000
2012,51000,500000,2279,311100,Otros trabajos realizados por terceros,1500
2012,51000,500000,2279,311102,Programas de información sanitaria,13000
2012,51000,500000,2279,311103,Tareas de divulgación sobre temas de salud,5000
2012,51000,500000,2280,311100,"Energía eléctrica, agua y gas",17000
2012,51000,500000,2281,311100,"Combustibles, lubricantes y calefacción",6430
2012,51000,500000,2284,311100,Material de limpieza y aseo,4000
2012,51000,500000,2300,311100,Dietas,700
2012,51000,500000,2301,311100,Locomoción y gastos de viaje,12000
2012,51000,500000,3509,311100,Gastos financieros,10
2012,51000,500000,4300,311200,Convenio con la Fundación Miguel Servet,370000
2012,51000,500000,4300,311202,Convenio con la Fundación Miguel Servet para la puesta en marcha del CIB,300000
2012,51000,500000,4609,311100,Subvención para planes municipales contra la drogodependencia (PFD),650645
2012,51000,500000,4809,311100,Funcionamiento de la asesoría científico-técnica,10
2012,51000,500000,4819,311100,Subvenciones a entidades para programas de prevención comunitaria,261124
2012,51000,500000,4819,311102,Subvención a la Fundación Pequeño Deseo,3000
2012,51000,500000,4819,311103,Convenio con el Club Coronario,10000
2012,51000,500000,6060,311100,Equipos para procesos de información,4000
2012,51000,500000,6090,311100,Aplicaciones para procesos de información,174000
2012,51200,500000,1200,311100,Retribuciones del personal fijo,45591
2012,51200,500000,1210,311100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,51200,500000,1211,311100,Retribuciones del personal contratado para cubrir vacantes,1
2012,51200,510000,1200,313900,Retribuciones del personal fijo,50500
2012,51200,510000,1210,313900,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,51200,510000,1211,313900,Retribuciones del personal contratado para cubrir vacantes,1
2012,51200,510000,2276,313900,Estudios y trabajos técnicos,24152
2012,51200,510000,2301,313900,Locomoción y gastos de viaje,5000
2012,51200,510000,4609,313900,Convenios para programas de prevención y promoción de la salud,218316
2012,51200,510000,4819,313900,Convenios con ONG (SIDA),399924
2012,51200,510000,4819,313903,Convenio para programa de minorías étnicas,186921
2012,51100,511000,1200,311100,Retribuciones del personal fijo,64126
2012,51100,511000,1210,311100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,51100,511000,1211,311100,Retribuciones del personal contratado para cubrir vacantes,19517
2012,51100,511000,2202,311100,"Prensa, revistas, libros y otras publicaciones",2000
2012,51100,511000,2262,311100,Publicidad y propaganda,500
2012,51100,511000,2266,311100,"Reuniones, conferencias y cursillos",2000
2012,51100,511000,2269,311100,Otros gastos diversos,2900
2012,51100,511000,2276,311100,Estudios y trabajos técnicos,10000
2012,51100,511000,2279,311100,Otros trabajos realizados por terceros,2000
2012,51100,511000,2300,311100,Dietas,1000
2012,51100,511000,2301,311100,Locomoción y gastos de viaje,4000
2012,51100,511000,2400,311100,Edición de libros y publicaciones,3500
2012,51130,511001,1200,313900,Retribuciones del personal fijo,186942
2012,51130,511001,1210,313900,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,51130,511001,1211,313900,Retribuciones del personal contratado para cubrir vacantes,60109
2012,51130,511001,2262,313900,Publicidad y propaganda,1800
2012,51130,511001,2266,313900,"Reuniones, conferencias y cursillos",2000
2012,51130,511001,2269,313902,Gastos de farmacovigilancia,10000
2012,51130,511001,2300,313900,Dietas,1000
2012,51130,511001,2301,313900,Locomoción y gastos de viaje,13000
2012,51110,511003,1200,311100,Retribuciones del personal fijo,231869
2012,51110,511003,1210,311100,Retribuciones del personal contratado para cubrir plazas reservadas,40594
2012,51110,511003,1211,311100,Retribuciones del personal contratado para cubrir vacantes,2
2012,51110,511003,2262,311100,Publicidad y propaganda,1500
2012,51110,511003,2266,311100,"Reuniones, conferencias y cursillos",4000
2012,51110,511003,2269,311100,Otros gastos diversos,22000
2012,51110,511003,2300,311100,Dietas,2100
2012,51110,511003,2301,311100,Locomoción y gastos de viaje,14750
2012,51110,511003,4809,311100,Ayudas a familias y particulares,30000
2012,51110,511003,4809,311102,Ayudas para niños con parálisis cerebral en tratamiento con el método Petö,182360
2012,51110,511003,4819,311100,Ayudas para programas de salud,364000
2012,51110,511003,4819,311102,Subvención a la Asociación de Donantes de Sangre de Navarra,376586
2012,51110,511003,4819,311103,Convenio con la Asociación Española de Lucha contra el Cáncer,89900
2012,51110,511003,4819,313400,Ayudas para detección y extracción de órganos,205000
2012,51110,511003,4819,313904,Ayudas a las asociaciones de enfermos de espina bífida,30500
2012,51300,512000,1200,311100,Retribuciones del personal fijo,355074
2012,51300,512000,1210,311100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,51300,512000,1211,311100,Retribuciones del personal contratado para cubrir vacantes,1
2012,51300,512000,2120,311100,"Reparación, mantenimiento y conservación de edificios",8000
2012,51300,512000,2190,311100,"Reparación, mantenimiento y conservación de bienes muebles",13000
2012,51300,512000,2200,311100,Material de oficina,8000
2012,51300,512000,2266,311100,"Reuniones, conferencias y cursillos",12000
2012,51300,512000,2269,311100,Otros gastos diversos,4000
2012,51300,512000,2271,311100,Servicios de limpieza y aseo,22000
2012,51300,512000,2280,311100,"Energía eléctrica, agua y gas",14000
2012,51300,512000,2281,311100,"Combustibles, lubricantes y calefacción",8500
2012,51300,512000,2300,311100,Dietas,1000
2012,51300,512000,2301,311100,Locomoción y gastos de viaje,7000
2012,51300,512000,4809,311100,Indemnizaciones por responsabilidad patrimonial,1000
2012,51300,512000,6020,311100,Obras de infraestructura,8000
2012,51300,512000,6059,311100,Mobiliario y equipos,3000
2012,51300,512000,6060,311100,Equipos para procesos de información,6000
2012,51310,512001,1200,311200,Retribuciones del personal fijo,150789
2012,51310,512001,1210,311200,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,51310,512001,1211,311200,Retribuciones del personal contratado para cubrir vacantes,1
2012,51310,512001,2230,311200,Gastos de transporte,1000
2012,51310,512001,2262,311200,"Publicidad, propaganda y gastos de reprografía",6000
2012,51310,512001,2266,311200,Formación continuada sanitaria,120000
2012,51310,512001,2266,311202,Programas de las comisiones de docencia,35000
2012,51310,512001,2266,311203,Plan de formación de urgencias del personal sanitario,55000
2012,51310,512001,2266,311204,Formación especializada en ciencias de la salud,3250
